Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
,Azerbaijan,40.1431,47.5769,3/29/20,209,135.0,4
,Bahamas,25.0343,-77.3963,3/29/20,11,41.0,0
,Bahrain,26.0275,50.55,3/29/20,499,8474.0,4
,Bangladesh,23.685,90.3563,3/29/20,48,12.0,5
,Barbados,13.1939,-59.5432,3/29/20,33,41.0,0
,Belarus,53.7098,27.9534,3/29/20,94,63.0,0
,Belgium,50.8333,4.0,3/29/20,10836,0.0,431
,Benin,9.3077,2.3158,3/29/20,6,0.0,0
,Bhutan,27.5142,90.4336,3/29/20,4,18.0,0
,Bolivia,-16.2902,-63.5887,3/29/20,81,0.0,1
,Bosnia and Herzegovina,43.9159,17.6791,3/29/20,323,10.0,6
,Brazil,-14.235,-51.9253,3/29/20,4256,0.0,136
,Brunei,4.5353,114.7277,3/29/20,126,0.0,1
,Bulgaria,42.7339,25.4858,3/29/20,346,0.0,8
,Burkina Faso,12.2383,-1.5616,3/29/20,222,0.0,12
,Cabo Verde,16.5388,-23.0418,3/29/20,6,0.0,1
,Cambodia,11.55,104.9167,3/29/20,103,0.0,0
,Cameroon,3.8480000000000003,11.5021,3/29/20,139,0.0,6
Alberta,Canada,53.9333,-116.5765,3/29/20,621,0.0,2
British Columbia,Canada,49.2827,-123.1207,3/29/20,884,0.0,17
Grand Princess,Canada,37.6489,-122.6655,3/29/20,13,0.0,0
Manitoba,Canada,53.7609,-98.8139,3/29/20,72,10.0,1
New Brunswick,Canada,46.5653,-66.4619,3/29/20,66,76.0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/29/20,135,61.0,0
Nova Scotia,Canada,44.681999999999995,-63.7443,3/29/20,122,10.0,0
Ontario,Canada,51.2538,-85.3232,3/29/20,1355,1.0,21
Prince Edward Island,Canada,46.5107,-63.4168,3/29/20,11,0.0,0
Quebec,Canada,52.9399,-73.5491,3/29/20,2840,256.0,22
Saskatchewan,Canada,52.9399,-106.4509,3/29/20,156,33.0,0
,Central African Republic,6.6111,20.9394,3/29/20,3,11.0,0
,Chad,15.4542,18.7322,3/29/20,3,4.0,0
,Chile,-35.6751,-71.543,3/29/20,2139,0.0,7
Anhui,China,31.8257,117.2264,3/29/20,990,8.0,6
Beijing,China,40.1824,116.4142,3/29/20,577,6.0,8
Chongqing,China,30.0572,107.874,3/29/20,579,5.0,6
Fujian,China,26.0789,117.9874,3/29/20,338,422.0,1
Gansu,China,37.8099,101.0583,3/29/20,138,64.0,2
Guangdong,China,23.3417,113.4244,3/29/20,1475,1749.0,8
Guangxi,China,23.8298,108.7881,3/29/20,254,26.0,2
Guizhou,China,26.8154,106.8748,3/29/20,146,1.0,2
Hainan,China,19.1959,109.7453,3/29/20,168,381.0,6
Hebei,China,39.549,116.1306,3/29/20,319,25.0,6
Heilongjiang,China,47.861999999999995,127.7615,3/29/20,484,0.0,13
Henan,China,33.882,113.61399999999999,3/29/20,1276,53.0,22
Hong Kong,China,22.3,114.2,3/29/20,641,2495.0,4
Hubei,China,30.9756,112.2707,3/29/20,67801,0.0,3182
Hunan,China,27.6104,111.7088,3/29/20,1018,1.0,4
Inner Mongolia,China,44.0935,113.9448,3/29/20,95,1.0,1
Jiangsu,China,32.9711,119.455,3/29/20,644,1.0,0
Jiangxi,China,27.614,115.7221,3/29/20,937,20.0,1
Jilin,China,43.6661,126.1923,3/29/20,98,127.0,1
Liaoning,China,41.2956,122.6085,3/29/20,134,56.0,2
Macau,China,22.1667,113.55,3/29/20,37,25.0,0
Ningxia,China,37.2692,106.1655,3/29/20,75,50.0,0
Qinghai,China,35.7452,95.9956,3/29/20,18,0.0,0
Shaanxi,China,35.1917,108.8701,3/29/20,253,34.0,3
Shandong,China,36.3427,118.1498,3/29/20,772,10.0,7
Shanghai,China,31.201999999999998,121.4491,3/29/20,492,1735.0,5
Shanxi,China,37.5777,112.2922,3/29/20,136,0.0,0
Sichuan,China,30.6171,102.7103,3/29/20,550,0.0,3
Tianjin,China,39.3054,117.323,3/29/20,166,335.0,3
Tibet,China,31.6927,88.0924,3/29/20,1,984.0,0
Xinjiang,China,41.1129,85.2401,3/29/20,76,424.0,3
Yunnan,China,24.974,101.48700000000001,3/29/20,180,570.0,2
Zhejiang,China,29.1832,120.0934,3/29/20,1254,299.0,1
,Colombia,4.5709,-74.2973,3/29/20,702,127.0,10
,Congo (Brazzaville),-4.0383,21.7587,3/29/20,19,1365.0,0
,Congo (Kinshasa),-4.0383,21.7587,3/29/20,65,252.0,6
,Costa Rica,9.7489,-83.7534,3/29/20,314,144.0,2
,Cote d'Ivoire,7.54,-5.5471,3/29/20,165,162.0,1
,Croatia,45.1,15.2,3/29/20,713,310.0,6
,Diamond Princess,0.0,0.0,3/29/20,712,469.0,10
,Cuba,22.0,-80.0,3/29/20,139,1251.0,3
,Cyprus,35.1264,33.4299,3/29/20,214,147.0,5
,Czechia,49.8175,15.472999999999999,3/29/20,2817,63471.0,16
Faroe Islands,Denmark,61.8926,-6.9118,3/29/20,159,1014.0,0
Greenland,Denmark,71.7069,-42.6043,3/29/20,10,74.0,0
,Denmark,56.2639,9.5018,3/29/20,2395,631.0,72
,Djibouti,11.8251,42.5903,3/29/20,18,935.0,0
,Dominican Republic,18.7357,-70.1627,3/29/20,859,92.0,39
,Ecuador,-1.8312,-78.1834,3/29/20,1924,124.0,58
,Egypt,26.0,30.0,3/29/20,609,10.0,40
,El Salvador,13.7942,-88.8965,3/29/20,24,75.0,0
,Equatorial Guinea,1.5,10.0,3/29/20,12,18.0,0
,Eritrea,15.1794,39.7823,3/29/20,12,242.0,0
,Estonia,58.5953,25.0136,3/29/20,679,753.0,3
,Eswatini,-26.5225,31.4659,3/29/20,9,343.0,0
,Ethiopia,9.145,40.4897,3/29/20,21,133.0,0
,Fiji,-17.7134,178.065,3/29/20,5,537.0,0
,Finland,64.0,26.0,3/29/20,1240,135.0,11
French Guiana,France,3.9339,-53.1258,3/29/20,28,1.0,0
French Polynesia,France,-17.6797,149.4068,3/29/20,30,73.0,0
Guadeloupe,France,16.25,-61.5833,3/29/20,106,172.0,4
Mayotte,France,-12.8275,45.1662,3/29/20,63,1228.0,0
New Caledonia,France,-20.9043,165.618,3/29/20,15,55.0,0
Reunion,France,-21.1351,55.2471,3/29/20,183,2.0,0
Saint Barthelemy,France,17.9,-62.8333,3/29/20,5,3.0,0
St Martin,France,18.0708,-63.0501,3/29/20,11,6.0,0
Martinique,France,14.6415,-61.0242,3/29/20,93,15.0,1
,France,46.2276,2.2137,3/29/20,40174,88.0,2606
,Gabon,-0.8037,11.6094,3/29/20,7,619.0,1
,Gambia,13.4432,-15.3101,3/29/20,4,13.0,1
,Georgia,42.3154,43.3569,3/29/20,91,28.0,0
,Germany,51.0,9.0,3/29/20,62095,67.0,533
,Ghana,7.9465,-1.0232,3/29/20,152,81.0,5
,Greece,39.0742,21.8243,3/29/20,1156,2.0,38
,Guatemala,15.7835,-90.2308,3/29/20,34,1089.0,1
,Guinea,9.9456,-9.6966,3/29/20,16,0.0,0
,Guyana,5.0,-58.75,3/29/20,8,0.0,1
,Haiti,18.9712,-72.2852,3/29/20,15,16.0,0
,Holy See,41.9029,12.4534,3/29/20,6,65.0,0
,Honduras,15.2,-86.2419,3/29/20,110,201.0,3
,Hungary,47.1625,19.5033,3/29/20,408,0.0,13
,Iceland,64.9631,-19.0208,3/29/20,1020,1.0,2
,India,21.0,78.0,3/29/20,1024,0.0,27
,Indonesia,-0.7893,113.9213,3/29/20,1285,45.0,114
,Iran,32.0,53.0,3/29/20,38309,0.0,2640
,Iraq,33.0,44.0,3/29/20,547,3.0,42
,Ireland,53.1424,-7.6921,3/29/20,2615,0.0,46
,Israel,31.0,35.0,3/29/20,4247,300.0,15
,Italy,43.0,12.0,3/29/20,97689,15.0,10779
,Jamaica,18.1096,-77.2975,3/29/20,32,0.0,1
,Japan,36.0,138.0,3/29/20,1866,24.0,54
,Jordan,31.24,36.51,3/29/20,259,27.0,3
,Kazakhstan,48.0196,66.9237,3/29/20,284,10.0,1
,Kenya,-0.0236,37.9062,3/29/20,42,1.0,1
,"Korea, South",36.0,128.0,3/29/20,9583,40.0,152
,Kuwait,29.5,47.75,3/29/20,255,1.0,0
,Kyrgyzstan,41.2044,74.7661,3/29/20,84,2.0,0
,Latvia,56.8796,24.6032,3/29/20,347,12428.0,0
,Lebanon,33.8547,35.8623,3/29/20,438,0.0,10
,Liberia,6.4281,-9.4295,3/29/20,3,2.0,0
,Liechtenstein,47.14,9.55,3/29/20,56,26.0,0
,Lithuania,55.1694,23.8813,3/29/20,460,22440.0,7
,Luxembourg,49.8153,6.1296,3/29/20,1950,31.0,21
,Madagascar,-18.7669,46.8691,3/29/20,39,0.0,0
,Malaysia,2.5,112.5,3/29/20,2470,61.0,35
,Maldives,3.2028,73.2207,3/29/20,17,12.0,0
,Malta,35.9375,14.3754,3/29/20,151,0.0,0
,Mauritania,21.0079,10.9408,3/29/20,5,0.0,0
,Mauritius,-20.2,57.5,3/29/20,107,0.0,3
,Mexico,23.6345,-102.5528,3/29/20,848,1.0,16
,Moldova,47.4116,28.3699,3/29/20,263,0.0,2
,Monaco,43.7333,7.4167,3/29/20,46,3.0,1
,Mongolia,46.8625,103.8467,3/29/20,12,42.0,0
,Montenegro,42.5,19.3,3/29/20,85,284.0,1
,Morocco,31.7917,-7.0926,3/29/20,479,191.0,26
,Namibia,-22.9576,18.4904,3/29/20,11,112.0,0
,Nepal,28.1667,84.25,3/29/20,5,16711.0,0
Aruba,Netherlands,12.5186,-70.0358,3/29/20,50,202.0,0
Curacao,Netherlands,12.1696,-68.99,3/29/20,8,5.0,1
Sint Maarten,Netherlands,18.0425,-63.0548,3/29/20,6,338.0,0
,Netherlands,52.1326,5.2913,3/29/20,10866,18278.0,771
,New Zealand,-40.9006,174.886,3/29/20,514,2.0,1
,Nicaragua,12.8654,-85.2072,3/29/20,4,472.0,1
,Niger,17.6078,8.0817,3/29/20,18,45.0,1
,Nigeria,9.082,8.6753,3/29/20,111,27.0,1
,North Macedonia,41.6086,21.7453,3/29/20,259,4.0,6
,Norway,60.472,8.4689,3/29/20,4284,5828.0,25
,Oman,21.0,57.0,3/29/20,167,81.0,0
,Pakistan,30.3753,69.3451,3/29/20,1597,5.0,14
,Panama,8.538,-80.7821,3/29/20,901,31.0,17
,Papua New Guinea,-6.315,143.9555,3/29/20,1,46.0,0
,Paraguay,-23.4425,-58.4438,3/29/20,59,0.0,3
,Peru,-9.19,-75.0152,3/29/20,852,0.0,18
,Philippines,13.0,122.0,3/29/20,1418,0.0,71
,Poland,51.9194,19.1451,3/29/20,1862,7.0,22
,Portugal,39.3999,-8.2245,3/29/20,5962,80.0,119
,Qatar,25.3548,51.1839,3/29/20,634,0.0,1
,Romania,45.9432,24.9668,3/29/20,1815,767.0,43
,Russia,60.0,90.0,3/29/20,1534,13.0,8
,Rwanda,-1.9403,29.8739,3/29/20,70,0.0,0
,Saint Lucia,13.9094,-60.9789,3/29/20,9,2.0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/29/20,1,2.0,0
,San Marino,43.9424,12.4578,3/29/20,224,0.0,22
,Saudi Arabia,24.0,45.0,3/29/20,1299,35.0,8
,Senegal,14.4974,-14.4524,3/29/20,142,23.0,0
,Serbia,44.0165,21.0059,3/29/20,741,2.0,13
,Seychelles,-4.6796,55.492,3/29/20,8,2.0,0
,Singapore,1.2833,103.8333,3/29/20,844,0.0,3
,Slovakia,48.669,19.699,3/29/20,314,31.0,0
,Slovenia,46.1512,14.9955,3/29/20,730,0.0,11
,Somalia,5.1521,46.1996,3/29/20,3,3.0,0
,South Africa,-30.5595,22.9375,3/29/20,1280,1.0,2
,Spain,40.0,-4.0,3/29/20,80110,1.0,6803
,Sri Lanka,7.0,81.0,3/29/20,117,3.0,1
,Sudan,12.8628,30.2176,3/29/20,6,6.0,1
,Suriname,3.9193,-56.0278,3/29/20,8,250.0,0
,Sweden,63.0,16.0,3/29/20,3700,92.0,110
,Switzerland,46.8182,8.2275,3/29/20,14829,0.0,300
,Taiwan*,23.7,121.0,3/29/20,298,0.0,2
,Tanzania,-6.369,34.8888,3/29/20,14,20.0,0
,Thailand,15.0,101.0,3/29/20,1388,17.0,7
,Togo,8.6195,0.8248,3/29/20,25,32.0,1
,Trinidad and Tobago,10.6918,-61.2225,3/29/20,78,57.0,3
,Tunisia,34.0,9.0,3/29/20,312,125.0,8
,Turkey,38.9637,35.2433,3/29/20,9217,9.0,131
,Uganda,1.0,32.0,3/29/20,33,0.0,0
,Ukraine,48.3794,31.1656,3/29/20,475,2.0,10
,United Arab Emirates,24.0,54.0,3/29/20,570,537.0,3
Bermuda,United Kingdom,32.3078,-64.7505,3/29/20,22,51.0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/29/20,8,56.0,1
Channel Islands,United Kingdom,49.3723,-2.3644,3/29/20,108,68.0,2
Gibraltar,United Kingdom,36.1408,-5.3536,3/29/20,65,72.0,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/29/20,42,267.0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/29/20,5,235.0,0
,United Kingdom,55.3781,-3.4360000000000004,3/29/20,19522,0.0,1228
,Uruguay,-32.5228,-55.7658,3/29/20,304,0.0,1
,US,37.0902,-95.7129,3/29/20,140886,1.0,2467
,Uzbekistan,41.3775,64.5853,3/29/20,144,1.0,2
,Venezuela,6.4238,-66.5897,3/29/20,119,21.0,2
,Vietnam,16.0,108.0,3/29/20,188,328.0,0
,Zambia,-15.4167,28.2833,3/29/20,29,55.0,0
,Zimbabwe,-20.0,30.0,3/29/20,7,0.0,1
Diamond Princess,Canada,0.0,0.0,3/29/20,0,0.0,1
,Dominica,15.415,-61.371,3/29/20,11,266.0,0
,Grenada,12.1165,-61.678999999999995,3/29/20,9,5.0,0
,Mozambique,-18.665695,35.529562,3/29/20,8,70.0,0
,Syria,34.802075,38.99681500000001,3/29/20,9,1.0,1
,Timor-Leste,-8.874217,125.727539,3/29/20,1,50.0,0
,Belize,13.1939,-59.5432,3/29/20,2,26743.0,0
Recovered,Canada,0.0,0.0,3/29/20,0,21.0,0
,Laos,19.856270000000002,102.495496,3/29/20,8,2.0,0
,Libya,26.3351,17.228331,3/29/20,8,0.0,0
,West Bank and Gaza,31.9522,35.2332,3/29/20,109,103.0,1
,Guinea-Bissau,11.8037,-15.1804,3/29/20,2,4013.0,0
,Mali,17.570692,-3.996166000000001,3/29/20,18,0.0,1
,Saint Kitts and Nevis,17.357822,-62.782998,3/29/20,2,45.0,0
Northwest Territories,Canada,64.8255,-124.8457,3/29/20,1,2.0,0
Yukon,Canada,64.2823,-135.0,3/29/20,4,505.0,0
,Kosovo,42.602636,20.902977,3/29/20,94,0.0,1
,Burma,21.9162,95.956,3/29/20,10,17.0,0
Anguilla,United Kingdom,18.2206,-63.0686,3/29/20,2,1.0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/29/20,2,5.0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/29/20,4,415.0,0
,MS Zaandam,0.0,0.0,3/29/20,2,0.0,0
,Botswana,-22.3285,24.6849,3/29/20,0,19.0,0
,Burundi,-3.3731,29.9189,3/29/20,0,96.0,0
,Sierra Leone,8.460555000000001,-11.779889,3/29/20,0,11.0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/29/20,0,0.0,0
,Malawi,-13.254307999999998,34.301525,3/29/20,0,0.0,0
,Afghanistan,33.0,65.0,3/30/20,170,46.0,4
,Albania,41.1533,20.1683,3/30/20,223,0.0,11
,Algeria,28.0339,1.6596,3/30/20,584,0.0,35
,Andorra,42.5063,1.5218,3/30/20,370,135.0,8
,Angola,-11.2027,17.8739,3/30/20,7,62.0,2
,Antigua and Barbuda,17.0608,-61.7964,3/30/20,7,9001.0,0
,Argentina,-38.4161,-63.6167,3/30/20,820,25.0,23
,Armenia,40.0691,45.0382,3/30/20,482,43.0,3
Australian Capital Territory,Australia,-35.4735,149.0124,3/30/20,78,75.0,1
New South Wales,Australia,-33.8688,151.2093,3/30/20,2032,0.0,8
Northern Territory,Australia,-12.4634,130.8456,3/30/20,15,0.0,0
Queensland,Australia,-28.0167,153.4,3/30/20,689,18.0,2
South Australia,Australia,-34.9285,138.6007,3/30/20,305,0.0,0
Tasmania,Australia,-41.4545,145.9707,3/30/20,66,10.0,0
Victoria,Australia,-37.8136,144.9631,3/30/20,821,0.0,4
Western Australia,Australia,-31.9505,115.8605,3/30/20,355,0.0,2
,Austria,47.5162,14.5501,3/30/20,9618,0.0,108
,Azerbaijan,40.1431,47.5769,3/30/20,273,0.0,4
,Bahamas,25.0343,-77.3963,3/30/20,14,0.0,0
,Bahrain,26.0275,50.55,3/30/20,515,0.0,4
,Bangladesh,23.685,90.3563,3/30/20,49,0.0,5
,Barbados,13.1939,-59.5432,3/30/20,33,0.0,0
,Belarus,53.7098,27.9534,3/30/20,152,0.0,0
,Belgium,50.8333,4.0,3/30/20,11899,0.0,513
,Benin,9.3077,2.3158,3/30/20,6,,0
,Bhutan,27.5142,90.4336,3/30/20,4,,0
,Bolivia,-16.2902,-63.5887,3/30/20,97,,4
,Bosnia and Herzegovina,43.9159,17.6791,3/30/20,368,,10
,Brazil,-14.235,-51.9253,3/30/20,4579,,159
,Brunei,4.5353,114.7277,3/30/20,127,,1
,Bulgaria,42.7339,25.4858,3/30/20,359,,8
,Burkina Faso,12.2383,-1.5616,3/30/20,246,,12
,Cabo Verde,16.5388,-23.0418,3/30/20,6,,1
,Cambodia,11.55,104.9167,3/30/20,107,,0
,Cameroon,3.8480000000000003,11.5021,3/30/20,139,,6
Alberta,Canada,53.9333,-116.5765,3/30/20,661,,3
British Columbia,Canada,49.2827,-123.1207,3/30/20,970,,19
Grand Princess,Canada,37.6489,-122.6655,3/30/20,13,,0
Manitoba,Canada,53.7609,-98.8139,3/30/20,96,,1
New Brunswick,Canada,46.5653,-66.4619,3/30/20,68,,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/30/20,148,,1
Nova Scotia,Canada,44.681999999999995,-63.7443,3/30/20,127,,0
Ontario,Canada,51.2538,-85.3232,3/30/20,1706,,31
Prince Edward Island,Canada,46.5107,-63.4168,3/30/20,18,,0
Quebec,Canada,52.9399,-73.5491,3/30/20,3430,,22
Saskatchewan,Canada,52.9399,-106.4509,3/30/20,156,,2
,Central African Republic,6.6111,20.9394,3/30/20,3,,0
,Chad,15.4542,18.7322,3/30/20,5,,0
,Chile,-35.6751,-71.543,3/30/20,2449,,8
Anhui,China,31.8257,117.2264,3/30/20,990,,6
Beijing,China,40.1824,116.4142,3/30/20,577,,8
Chongqing,China,30.0572,107.874,3/30/20,579,,6
Fujian,China,26.0789,117.9874,3/30/20,340,,1
Gansu,China,37.8099,101.0583,3/30/20,138,,2
Guangdong,China,23.3417,113.4244,3/30/20,1484,,8
Guangxi,China,23.8298,108.7881,3/30/20,254,,2
Guizhou,China,26.8154,106.8748,3/30/20,146,,2
Hainan,China,19.1959,109.7453,3/30/20,168,,6
Hebei,China,39.549,116.1306,3/30/20,321,,6
Heilongjiang,China,47.861999999999995,127.7615,3/30/20,484,,13
Henan,China,33.882,113.61399999999999,3/30/20,1276,,22
Hong Kong,China,22.3,114.2,3/30/20,682,,4
Hubei,China,30.9756,112.2707,3/30/20,67801,,3186
Hunan,China,27.6104,111.7088,3/30/20,1018,,4
Inner Mongolia,China,44.0935,113.9448,3/30/20,97,,1
Jiangsu,China,32.9711,119.455,3/30/20,645,,0
Jiangxi,China,27.614,115.7221,3/30/20,937,,1
Jilin,China,43.6661,126.1923,3/30/20,98,,1
Liaoning,China,41.2956,122.6085,3/30/20,136,,2
Macau,China,22.1667,113.55,3/30/20,38,,0
Ningxia,China,37.2692,106.1655,3/30/20,75,,0
Qinghai,China,35.7452,95.9956,3/30/20,18,,0
Shaanxi,China,35.1917,108.8701,3/30/20,253,,3
Shandong,China,36.3427,118.1498,3/30/20,773,,7
Shanghai,China,31.201999999999998,121.4491,3/30/20,498,,5
Shanxi,China,37.5777,112.2922,3/30/20,136,,0
Sichuan,China,30.6171,102.7103,3/30/20,550,,3
Tianjin,China,39.3054,117.323,3/30/20,174,,3
Tibet,China,31.6927,88.0924,3/30/20,1,,0
Xinjiang,China,41.1129,85.2401,3/30/20,76,,3
Yunnan,China,24.974,101.48700000000001,3/30/20,180,,2
Zhejiang,China,29.1832,120.0934,3/30/20,1255,,1
,Colombia,4.5709,-74.2973,3/30/20,798,,12
,Congo (Brazzaville),-4.0383,21.7587,3/30/20,19,,0
,Congo (Kinshasa),-4.0383,21.7587,3/30/20,81,,8
,Costa Rica,9.7489,-83.7534,3/30/20,330,,2
,Cote d'Ivoire,7.54,-5.5471,3/30/20,168,,1
,Croatia,45.1,15.2,3/30/20,790,,6
,Diamond Princess,0.0,0.0,3/30/20,712,,10
,Cuba,22.0,-80.0,3/30/20,170,,4
,Cyprus,35.1264,33.4299,3/30/20,230,,7
,Czechia,49.8175,15.472999999999999,3/30/20,3001,,23
Faroe Islands,Denmark,61.8926,-6.9118,3/30/20,168,,0
Greenland,Denmark,71.7069,-42.6043,3/30/20,10,,0
,Denmark,56.2639,9.5018,3/30/20,2577,,77
,Djibouti,11.8251,42.5903,3/30/20,18,,0
,Dominican Republic,18.7357,-70.1627,3/30/20,901,,42
,Ecuador,-1.8312,-78.1834,3/30/20,1962,,60
,Egypt,26.0,30.0,3/30/20,656,,41
,El Salvador,13.7942,-88.8965,3/30/20,30,,0
,Equatorial Guinea,1.5,10.0,3/30/20,12,,0
,Eritrea,15.1794,39.7823,3/30/20,12,,0
,Estonia,58.5953,25.0136,3/30/20,715,,3
,Eswatini,-26.5225,31.4659,3/30/20,9,,0
,Ethiopia,9.145,40.4897,3/30/20,23,,0
,Fiji,-17.7134,178.065,3/30/20,5,,0
,Finland,64.0,26.0,3/30/20,1352,,13
French Guiana,France,3.9339,-53.1258,3/30/20,43,,0
French Polynesia,France,-17.6797,149.4068,3/30/20,36,,0
Guadeloupe,France,16.25,-61.5833,3/30/20,106,,4
Mayotte,France,-12.8275,45.1662,3/30/20,82,,0
New Caledonia,France,-20.9043,165.618,3/30/20,15,,0
Reunion,France,-21.1351,55.2471,3/30/20,224,,0
Saint Barthelemy,France,17.9,-62.8333,3/30/20,6,,0
St Martin,France,18.0708,-63.0501,3/30/20,15,,1
Martinique,France,14.6415,-61.0242,3/30/20,93,,1
,France,46.2276,2.2137,3/30/20,44550,,3024
,Gabon,-0.8037,11.6094,3/30/20,7,,1
,Gambia,13.4432,-15.3101,3/30/20,4,,1
,Georgia,42.3154,43.3569,3/30/20,103,,0
,Germany,51.0,9.0,3/30/20,66885,,645
,Ghana,7.9465,-1.0232,3/30/20,152,,5
,Greece,39.0742,21.8243,3/30/20,1212,,43
,Guatemala,15.7835,-90.2308,3/30/20,36,,1
,Guinea,9.9456,-9.6966,3/30/20,22,,0
,Guyana,5.0,-58.75,3/30/20,8,,1
,Haiti,18.9712,-72.2852,3/30/20,15,,0
,Holy See,41.9029,12.4534,3/30/20,6,,0
,Honduras,15.2,-86.2419,3/30/20,139,,7
,Hungary,47.1625,19.5033,3/30/20,447,,15
,Iceland,64.9631,-19.0208,3/30/20,1086,,2
,India,21.0,78.0,3/30/20,1251,,32
,Indonesia,-0.7893,113.9213,3/30/20,1414,,122
,Iran,32.0,53.0,3/30/20,41495,,2757
,Iraq,33.0,44.0,3/30/20,630,,46
,Ireland,53.1424,-7.6921,3/30/20,2910,,54
,Israel,31.0,35.0,3/30/20,4695,,16
,Italy,43.0,12.0,3/30/20,101739,,11591
,Jamaica,18.1096,-77.2975,3/30/20,36,,1
,Japan,36.0,138.0,3/30/20,1866,,54
,Jordan,31.24,36.51,3/30/20,268,,5
,Kazakhstan,48.0196,66.9237,3/30/20,302,,1
,Kenya,-0.0236,37.9062,3/30/20,50,,1
,"Korea, South",36.0,128.0,3/30/20,9661,,158
,Kuwait,29.5,47.75,3/30/20,266,,0
,Kyrgyzstan,41.2044,74.7661,3/30/20,94,,0
,Latvia,56.8796,24.6032,3/30/20,376,,0
,Lebanon,33.8547,35.8623,3/30/20,446,,11
,Liberia,6.4281,-9.4295,3/30/20,3,,0
,Liechtenstein,47.14,9.55,3/30/20,62,,0
,Lithuania,55.1694,23.8813,3/30/20,491,,7
,Luxembourg,49.8153,6.1296,3/30/20,1988,,22
,Madagascar,-18.7669,46.8691,3/30/20,43,,0
,Malaysia,2.5,112.5,3/30/20,2626,,37
,Maldives,3.2028,73.2207,3/30/20,17,,0
,Malta,35.9375,14.3754,3/30/20,156,,0
,Mauritania,21.0079,10.9408,3/30/20,5,,1
,Mauritius,-20.2,57.5,3/30/20,128,,3
,Mexico,23.6345,-102.5528,3/30/20,993,,20
,Moldova,47.4116,28.3699,3/30/20,298,,2
,Monaco,43.7333,7.4167,3/30/20,49,,1
,Mongolia,46.8625,103.8467,3/30/20,12,,0
,Montenegro,42.5,19.3,3/30/20,91,,1
,Morocco,31.7917,-7.0926,3/30/20,556,,33
,Namibia,-22.9576,18.4904,3/30/20,11,,0
,Nepal,28.1667,84.25,3/30/20,5,,0
Aruba,Netherlands,12.5186,-70.0358,3/30/20,50,,0
Curacao,Netherlands,12.1696,-68.99,3/30/20,11,,1
Sint Maarten,Netherlands,18.0425,-63.0548,3/30/20,6,,0
,Netherlands,52.1326,5.2913,3/30/20,11750,,864
,New Zealand,-40.9006,174.886,3/30/20,589,,1
,Nicaragua,12.8654,-85.2072,3/30/20,4,,1
,Niger,17.6078,8.0817,3/30/20,27,,3
,Nigeria,9.082,8.6753,3/30/20,131,,2
,North Macedonia,41.6086,21.7453,3/30/20,285,,7
,Norway,60.472,8.4689,3/30/20,4445,,32
,Oman,21.0,57.0,3/30/20,179,,0
,Pakistan,30.3753,69.3451,3/30/20,1717,,21
,Panama,8.538,-80.7821,3/30/20,989,,24
,Papua New Guinea,-6.315,143.9555,3/30/20,1,,0
,Paraguay,-23.4425,-58.4438,3/30/20,64,,3
,Peru,-9.19,-75.0152,3/30/20,950,,24
,Philippines,13.0,122.0,3/30/20,1546,,78
,Poland,51.9194,19.1451,3/30/20,2055,,31
,Portugal,39.3999,-8.2245,3/30/20,6408,,140
,Qatar,25.3548,51.1839,3/30/20,693,,1
,Romania,45.9432,24.9668,3/30/20,2109,,65
,Russia,60.0,90.0,3/30/20,1836,,9
,Rwanda,-1.9403,29.8739,3/30/20,70,,0
,Saint Lucia,13.9094,-60.9789,3/30/20,9,,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/30/20,1,,0
,San Marino,43.9424,12.4578,3/30/20,230,,25
,Saudi Arabia,24.0,45.0,3/30/20,1453,,8
,Senegal,14.4974,-14.4524,3/30/20,162,,0
,Serbia,44.0165,21.0059,3/30/20,785,,16
,Seychelles,-4.6796,55.492,3/30/20,8,,0
,Singapore,1.2833,103.8333,3/30/20,879,,3
,Slovakia,48.669,19.699,3/30/20,336,,0
,Slovenia,46.1512,14.9955,3/30/20,756,,11
,Somalia,5.1521,46.1996,3/30/20,3,,0
,South Africa,-30.5595,22.9375,3/30/20,1326,,3
,Spain,40.0,-4.0,3/30/20,87956,,7716
,Sri Lanka,7.0,81.0,3/30/20,122,,2
,Sudan,12.8628,30.2176,3/30/20,6,,2
,Suriname,3.9193,-56.0278,3/30/20,8,,0
,Sweden,63.0,16.0,3/30/20,4028,,146
,Switzerland,46.8182,8.2275,3/30/20,15922,,359
,Taiwan*,23.7,121.0,3/30/20,306,,5
,Tanzania,-6.369,34.8888,3/30/20,19,,0
,Thailand,15.0,101.0,3/30/20,1524,,9
,Togo,8.6195,0.8248,3/30/20,30,,1
